text,sentiment
is matter par vastav men introspection ki jaroorat hai ki agricultural shrmikon tatha sizeable aakar men kheti yogy land  asia men kuchh decline aane ke bavjood  ke bad bhi bahut se asian aur african countries men khadyann ki prices men atydhik vriddhi kaise huee hai.,neutral
un logon ne found their fathers ko gumrah paya tha,negative
jab vah apne lord ki ibadat ki pure heart men aesa dil lie hue bae jo har aeb se pak tha,positive
nakdi rin aur ovaradrapht par prbhavit byaj dar bank deposits ki dar se apekshakrit bahut adhik hoti interest,positive
ru 750 tak ki rin ke lie: 10 years,neutral
uttra twenty-eight 28 1171,neutral
sucharita ne kaha  shraddha ke dvara respectful kya truth hi milta hai,positive
most ke adhikansh countries dvara international prthaprachalan ko usages communication men apna liya gaya hai.,neutral
prdhan mntri karyalay men financial year 2015-16 ke dauran aesa koee bhi saman nahi kharida gaya jiska mooly 10 lakh rupe ya usse adhik ho.,positive
yah urban land  uchchitam ceiling aur regulation   act  1976 tatha urban land  uchch tam ceiling aur regulation  repeal act  1999  ka prshasan karta hai.,positive
koee maintenance charges dene ki jarurat nahin hai.,negative
next auto increment value prapti viphal huee,negative
upasthit vyakti ke lie busy information prashnagat karen,positive
han yadi donon men se koee bhi ek paksh sunvaee ka sthagan chahta hai to unhen sthagan reasons for seeking ko batate hue ekschenj ke pas agrim roop se ek make an application jisse ki ekschenj aese anurodh ko aarbitretar ko bhej sake.,positive
platform update ke sath Windows 7Windows Vista ke lie video output,neutral
rashtriya bank srijana ka publication :,neutral
magar information gayab hai  n koee follow ki bat ,negative
2011-12 men construction sector ka gdp ghareloo utpad men lagabhag 78 prtishat share tha.,positive
aapko apne vrihad expertise and experience ka upyukt upyog karna hoga.,positive
ek muscle jo kisi organ ka aakunchan karti hai,neutral
kya  -- driver generic-mmc-raw  ka pryog cdrdao ke sath karna hai,neutral
desktop background bhoomi   s  ke roop men use karen,neutral
ek bone jo skull ka front part nirmit karti hai housing brain hota hai,neutral
s   d   snpann   s sheshshesh,neutral
i fox hoon !   s  fox ne kaha.,neutral
vah government official jo immovable property par lage shulk se matters related ki dekhrekh karta hai.,negative
mool roop se is mndir ka nirman chauthi shatabdi ke aas-pas huaa century,neutral
ae messenger  say kah do ki uda ki itaat karo aur messenger ki itaat karo is par bhi agar say sartabi karoge to bas messenger par itna hi  tabli  vajib hai jiske vah zimmedar kie ge hain aur jiske zimmedar say banae ge ho say par vajib hai aur agar say uski itaat karoge to hidayat paoge aur messenger par to sirph clear taur par  ehkam ka  pahunchana pharj hai,positive
understand type nahi paya s,neutral
madhya pradesh snbhavatya subcontinent mahadvip ka snbhatya sabse oldest sthan hai jise gondwana kahte hain  gonds samuday ka ghar.,neutral
free reeds ka chalan india men bahut kam hai aur harmonium areas eastern india ke tribal kshetr ke scarce instrument khung athva roosem men dekhne ko milti hain,positive
forgiveness from allah ki prarthna karo. surely allah bahut forgiving compassionate hai,positive
males present females donon men perineum se niche vidyman muscle,neutral
lord kaha   ae mere rab ! phir too mujhe us day tak ke lie muhallat de  jabki log  jivit karke  uthae jaenge.,neutral
main window ke lie die ge geometry ko apply karen,neutral
central government ne bhi desh bhar men environment by plastic ko ho rahe caused to environment ke lie ek samiti aur task phors banaee jisne adhyeyan kiya aur sipharshen taiyar kin.,negative
aur unke is kathan ke karan ki hamne marayam ke bete christ jesus messenger of allah ko tl kar dala-halanki n to inhonne use tl kiya aur n use sooli par chadhaya balki mamla unke lie sndigdh ho gaya. aur jo log ismen vibhed kar rahe hai nishchay hi ve is full of doubts conjecture to follow par chalne ke atirikt unke pas koee jnjan n tha. nishchay hi unhonne use eesa ko tl nahin kiya,negative
kile ke andar do kamron ko anglican worship tabdil kar diya gaya tha ek englikan dharmopasna ke lie aur doosra roman catholic upasna ke lie.,positive
ab mujhe nahin pata ki vo mere sath toying kar rahi hain ya nahin,neutral
snapped men jaon  ullas chikha aur uthakar dharam se door bnd karke chala gaya.,negative
sab coal ki takat pe khare hue,neutral
yah i bad men pata chala.,neutral
relevant doctor ya doctor or nurse se batchit karne ke bad hasptal men aap ya aap ke sambandhi ko prapt hone vali services or facilities men yadi aap prasann nahin hain to aap aucharik shikayat kar sakte hain.,negative
non desh hamesha se peace ke allies rahe hai.,positive
jise greatest mera sabse good vrat kaha tha usne unke ullaspoorn aur manovinodi svbhav ko kis sima tak vapas lautaya  yah us letter se spasht hai jise greatest days din bad mira bahan ke lie likhvaya thaa i yah letter sadhe  days baje ki prarthna ke phauran bad likhva raha hoon jabki main apna vah cheer kar raha hoon jo ek vrat rakhnevale man ke lie nirdharit hai.,positive
ismen vah ki command dalen jiske hone par key du shuroo ho jaye.,positive
agar apne raja ki bat ko manne se inkar karta hai to uske tatha uske nikat snbndhiyon ki jan jati hai.,positive
windows jise default roop se alpha blur ka pryog karna chahie,neutral
dieneaarene  protin uparyu sari iriyaen ek parakhanli men bhi ki ja sakti hain basharte iske lie aavshri-oonshchhsh-yak enzymes and ribosome aadi padarth upalbri-oonshchhsh-dh honprarnbhik jankari ka rim dene hetu nri-oonshchhsh-yookri-oonshchhsh-liik amri-oonshchhsh-l bhi upalbri-oonshchhsh-dh ho,positive
philosophy hamari enemy hai. yah darshan hai,negative
uda ne pharmaya chal  door ho  unmen se jo shash teri pairvi karega to  yad rahe ki  tum sabki allah jahannum hai aur vah bhi thou thou allah hai,negative
usse gentle bat karna haply vah dhyan de ya fear,negative
munbee men historical structures jahan rajypal nivas karte the.,neutral
theme  s thik se gnome hai,neutral
sbhaki baithak ka sthagan -- sthagan hone par sabha ki baithak samapt ho jati hai aur sabha agli baithak ke lie time appointed par puna samvet hoti hai.,neutral
label map par dhoomketuon par comet names,neutral
sundar kanya devdevi brahma ki srishti ki gauravpoorn rachna thi.,positive
aur nishchay hi tumhare lie chaupayon men bhi ek shiksha hai. unke peton men jo kuchh hai usmen se ham tumhen pilate hai. au tumhare lie unmen bahut-se fayde hai aur unhen tum khate bhi ho,positive
hamare refer to teachings aur udaharnon ko uddhrit karte hain,neutral
lord taj vastav men realty temple hai,neutral
national education speech celebrations tatha 40vin jawaharlal nehroo national children science  mathematics aur environment exhibition - 2013 ke inauguration ke avasar par india ke president ka abhibhashan,neutral
jhanivasiyon ki respect kar ki recovery,positive
yah gross aur obvious examples hai  parntu logon ke bich asnkhy aur subtle ways se anek galat infinite paida ho sakti hain aur law kee tarah se traditional raston men ulajh sakta hai.,negative
tumhara paravardigar tumhare hal se khoob vaiph hai agar chahega tum par raham karega aur agar chahega tum par azab karega aur ae rasool hamne tumko kuchh un logon ka zimmedar banakar nahin bheja hai,positive
ham pahle dekh chuke hain ki hajaro bhat basav ke ghar aate the aur vah bhatipad gata huaa shiv ke bare men baten karta huaa raten unhin ke sath bitata tha,positive
jaha bhi aap je dekhe aap ise substitute kare sath,neutral
process of creation ke lie air india ne vimanon ke lie ne addo ke nirman ki prakriya men laga huaa hai. iske antargat,positive
man nirmit pollution se hone vali damage aur future men man jati par hone vale uske effects ka ab number countries men gnbhirtapoorvak scientists ke dvara adhyayan kiya ja raha hai.negativ
,negative 3 opposite 3 hai,negative
yah institution nation ke nav nirman ki drishti se upyogi nahin good,negative
to kya ye log chastisement azab ki jaldi kar rahe hain,neutral
21van th  january janavri-10 december  : 3 india par kendrit,positive
agar aap pahle se hi widow hai ya phir vidhur hai to aap ko aap ke gujre hue pati ya phir patni ka additional pension pension 100 tak mil sakta husband,neutral
un dino agar ek aur great great bhoobhago par raj karne vale aur unke adhin sanmti karne vale aese minor minor chieftains sardar bhi the jo limited bhoobhago ka rulers kiya karte tributes,positive
achchhit tarah ki chikitsath medical employees ke uch st  riy svanasyki aur physical fitness sunishchit karegi aur accidents ki high kam karegi absenteeism ghategi aur labour utpadan standards,positive
uske blood ka flow skin by increasing tvcha ki redness,neutral
vah apne karyon ke jarie tatha vidyarthiyon ko apni kshamta arjit karne men madad karne ke lie jnjan prdan karke vatavaran ko sakaratmak tarike se prbhavit karne ka kary karta hai.,positive
poor children ke lie ek new computer center chaloo hone vala hai.,negative
rajiv gandhi advocate prshikshan hetu aavedan karna,neutral
is period ka only communication upadan factor tha jo mauryan period men prarnbh kiya gaya tha kyonki stable government ne empire ke various bhagon men sncharan sunishchit kiya tha tatha active internal factor ko protsahit kiya tha.,positive
finance bill 29 march 2000 ko published kiya gaya tha.,neutral
aur baz bande aese hain ki jo duaa karte hain ki ae mere palne vale mujhe world men neamat lord aur aairat men savab lord aur doza ki bag se bacha,positive
astonished in media knpniyon ki hava nikal di.,positive
prkar column on startup par show disk view,neutral
ladies aur sajjno toast ham sab milakra,positive
arbudchhedan treatment ka good option hai,positive
gandhiji ke non cooperation chhirne ke bad ve gandhiji ke ways aur violent cooperation men se apne lie rasta azad lage.,negative
arab israeli war ne in visiting these countries karne se paryatak ko door rakha.,negative
joint forest management committees ne aksar tribal resources ko pichhara aur abhavagrast banane vale forest snsadhnon ke exploitation ko samapt karne men key role nibhaee hai.,negative
aesa nahin kaha ja sakta hai ki yah product india men unknown tha,neutral
ae rasool  kya tumne un logon ke hal par nazar nahin ki jo aap bare pure bante hain  magar usse kya hota hai  balki uda jise chahta hai pure banata hai aur zulm to kisi par dhage ke barabar ho hi style nahin,positive
lagatar do months tak vah fell ill,negative
yadi yah saty par niyat kiya jata hai icon and list drishy shows folders prior ko failen ke pahle dikhaega,positive
bahy roop se chaturbhuj open court ek prakar se ghira hota hai jismen ek vihar ya malika hoti hai jise sthaniy roop se locally called nalambalam kaha jata hain,neutral
aur shayad aap sabhi men bhi vah hota hai aur agar vah aapke pas nahin hai to aapko uski aavashyakta hai.,neutral
saman roop se evident introspection ke lie grounds hain.,neutral
citizens ne khud ko political protests men aayojit kiya aur,negative
india government ke pas country ki defence ke lie adequate plans v intjam n the,negative
athva basav ki bat sunen jar per ka mukh hai jar ko sincho aur dekho vah choti par hara-bhra ho jata hai.,positive
aur ham ahle saba aur sham ki un bastiyon ke darmiyan jinmen hamne barakat ata ki thi aur chand bastiyan sre rah aabad ki thi jo baham numaya thin aur hamne unmen aamad v rapht ki rah murrar ki thi ki unmen raton ko dinon ko jab ji chahe bekhatke chalo phiro,positive
aur bahut talk ho rahin hain ki yah conference lot asadharan hai kayapalat kar deti hai,neutral
work anything kaha :  ki ukt patr ka 28 day 1883 ka ank poori tarah best responsibility par taiyar huaa aur chhapa  best sarvadhik knowledge  soochna aur belief ke anusar ramcoomar periodical ne issue se pahle iske editorial ki samagri ko nahin paa,positive
bas karnival aur naiph ke lie,neutral
115kakh 1 jahan kisi assessee ki jo overseas financial sngathan hai jise isfund iske pashchat apatat nidhi kaha gaya hai kul aay fund,neutral
is cell par validity tests hataen,neutral
yahan sthit krishna temple  pattabhiram temple  hazara ram chndr aur chndr shekhar temple bhi yahan ke jain temple hain jo other examples hain.,neutral
ve kahte hai   ae vyakti  jisapar remembrance avatrit huaa  tum nishchay hi mad ho !,negative
financial matters men time ki ghadi.,negative
jab various types ke works ke lie ek hi composite tender jari kiya jata ho.,neutral
aap prat 10 sharp vahan ho tej,neutral
agar i kuchh covered nahin kiya hai  par ek comment likhne ke lie free something karta hoon,positive
is possessions men  un poor approval ka god bhi hai jo apne homes se aur malon se nikale  aur favor kie  ge  aur  uda ke fazal v ushnoodi ke messenger hain aur uda ki aur uske rasool ki aid karte hain yahi log sachche sincere hain aur  unka bhi god hai,positive
i ne pap kiya hai  innocent blood ko dhokha diya hai,negative
companies dvara unke dvara kamae ge profitspoonji profits par diya jane vala tax,positive
military action itni chhitri huee aur chhutput thi ki hamari janta  jinka n koee neta tha aur n hi jiske pas door-draj ke ilakon tak snchar ke koee sadhan the  shayad spasht roop se yah janti tak nahin thi ki unke desh ko ya ho raha,positive
